Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,Attrition
30,Female,Research & Development,Manufacturing Director,106937,21,1,1,Yes,29,3,2,0
31,Female,Research & Development,Manufacturing Director,143511,9,1,2,No,38,0,4,1
50,Female,Sales,Sales Representative,107576,2,1,3,No,29,0,1,0
30,Female,Research & Development,Laboratory Technician,34031,14,1,1,No,3,5,1,0
54,Female,Research & Development,Manager,82521,15,1,2,Yes,38,2,1,0
50,Male,Research & Development,Manager,63421,23,1,4,No,23,4,3,0
55,Male,Research & Development,Manager,100991,22,4,2,No,1,6,2,0
22,Male,Sales,Manufacturing Director,100837,5,1,4,Yes,25,0,1,1
59,Female,Research & Development,Sales Representative,54741,6,3,4,Yes,10,5,4,0
43,Female,Research & Development,Sales Executive,55459,24,1,3,No,21,0,3,0
59,Male,Human Resources,Sales Representative,26989,8,4,1,Yes,26,5,1,1
32,Male,Research & Development,Research Director,54588,11,1,1,No,2,2,4,1
58,Male,Sales,Research Director,126741,7,3,4,No,18,0,3,0
42,Male,Research & Development,Human Resources,103442,9,3,1,Yes,3,1,1,1
21,Male,Research & Development,Manufacturing Director,142324,14,4,3,No,5,2,4,0
35,Female,Research & Development,Sales Executive,140053,7,3,3,Yes,9,5,1,0
23,Female,Research & Development,Manager,130671,10,3,4,Yes,31,4,4,1
57,Male,Sales,Sales Executive,39257,8,4,4,No,17,5,2,0
30,Male,Sales,Laboratory Technician,60078,2,4,2,Yes,2,0,2,1
27,Female,Sales,Sales Representative,22760,19,2,3,No,30,6,1,0
41,Female,Sales,Manager,27626,22,4,3,No,22,3,4,0
35,Female,Human Resources,Manager,46193,12,4,4,Yes,6,0,3,0
22,Male,Research & Development,Sales Representative,52818,5,3,3,No,22,6,3,0
52,Male,Sales,Research Scientist,17077,16,4,1,No,10,5,4,0
53,Male,Research & Development,Research Director,128782,13,1,4,Yes,25,0,3,0
49,Female,Research & Development,Manager,86145,13,3,3,No,37,3,2,0
43,Female,Research & Development,Manufacturing Director,103534,14,3,1,No,13,6,4,0
34,Female,Sales,Healthcare Representative,103230,17,4,1,No,30,4,3,0
40,Male,Research & Development,Healthcare Representative,145503,1,1,1,No,1,1,1,0
39,Male,Sales,Healthcare Representative,34889,2,4,3,No,16,4,4,0
24,Female,Research & Development,Manufacturing Director,61261,2,1,4,Yes,35,1,4,1
21,Female,Sales,Laboratory Technician,56631,3,2,2,Yes,3,2,1,0
28,Female,Research & Development,Research Scientist,89448,24,3,1,No,37,1,3,0
37,Male,Research & Development,Manufacturing Director,86035,18,2,4,No,4,4,4,0
24,Male,Sales,Laboratory Technician,121655,16,4,3,No,19,6,4,0
22,Male,Sales,Healthcare Representative,90686,17,4,3,Yes,8,0,1,0
53,Female,Human Resources,Human Resources,46588,0,1,1,No,1,4,4,0
33,Female,Research & Development,Sales Executive,91239,5,2,4,Yes,14,1,1,0
42,Female,Research & Development,Laboratory Technician,145152,19,1,1,No,23,5,3,0
40,Male,Sales,Sales Executive,93146,11,3,3,No,29,0,3,0
48,Female,Sales,Human Resources,94973,12,4,3,Yes,13,2,1,0
49,Male,Research & Development,Sales Representative,38759,18,3,3,No,20,1,3,0
30,Female,Human Resources,Laboratory Technician,16066,1,1,3,No,8,6,2,0
53,Female,Sales,Manufacturing Director,43294,19,1,2,No,29,0,4,0
33,Female,Research & Development,Sales Representative,18395,17,1,3,No,7,4,4,1
53,Female,Research & Development,Human Resources,76053,10,2,2,No,34,0,3,0
35,Female,Sales,Manager,134099,12,3,2,No,7,4,3,0
22,Male,Sales,Laboratory Technician,75310,1,1,3,No,26,5,1,1
49,Male,Sales,Sales Representative,102113,5,4,3,No,13,5,4,0
19,Female,Research & Development,Sales Representative,130509,6,2,1,Yes,39,0,3,1
50,Female,Research & Development,Manager,118014,21,3,4,Yes,11,5,2,0
19,Male,Research & Development,Sales Executive,102834,2,3,1,No,38,2,1,0
26,Female,Sales,Sales Representative,120842,7,3,2,Yes,33,4,3,0
43,Male,Research & Development,Sales Executive,52875,3,2,2,No,19,6,4,0
57,Female,Research & Development,Human Resources,71762,7,2,2,No,20,0,4,0
35,Male,Research & Development,Research Director,68864,0,2,2,No,14,2,1,1
23,Female,Research & Development,Manager,122812,6,1,2,No,17,6,4,0
27,Male,Sales,Manager,70184,18,2,2,No,19,0,1,0
55,Male,Research & Development,Sales Executive,141566,19,4,4,Yes,6,1,2,0
48,Female,Research & Development,Research Director,40193,9,4,4,No,13,3,2,0
22,Female,Research & Development,Laboratory Technician,38243,17,4,2,No,35,6,1,0
34,Male,Sales,Laboratory Technician,111682,15,2,2,Yes,39,2,1,1
29,Female,Research & Development,Sales Representative,118158,22,2,3,Yes,3,2,4,0
25,Male,Research & Development,Human Resources,106669,20,1,1,No,29,5,3,0
53,Male,Research & Development,Healthcare Representative,56551,5,2,2,No,10,0,4,0
43,Male,Human Resources,Healthcare Representative,16232,14,3,1,Yes,26,2,3,0
25,Male,Research & Development,Healthcare Representative,58401,19,2,3,No,25,2,2,0
45,Female,Sales,Laboratory Technician,77995,7,3,1,Yes,35,2,1,1
35,Female,Research & Development,Manager,70721,14,1,4,Yes,28,4,3,0
20,Male,Research & Development,Human Resources,139476,10,2,2,No,33,1,4,0
36,Male,Human Resources,Manufacturing Director,131602,7,2,3,Yes,32,2,1,0
25,Female,Sales,Sales Representative,119629,4,2,3,No,26,6,2,0
28,Female,Sales,Sales Representative,17977,0,1,2,Yes,17,5,2,1
54,Male,Research & Development,Research Director,32201,18,2,2,No,14,6,4,0
47,Male,Sales,Sales Representative,73580,20,4,2,No,14,4,1,0
23,Male,Research & Development,Human Resources,98927,16,4,4,Yes,14,4,1,0
53,Male,Research & Development,Sales Representative,106806,6,2,3,No,12,1,1,1
42,Female,Sales,Human Resources,54998,0,2,1,No,13,1,1,0
54,Female,Research & Development,Sales Representative,29906,15,3,2,Yes,23,3,4,1
49,Female,Human Resources,Research Director,59302,4,2,2,No,11,2,2,0
32,Female,Research & Development,Human Resources,121954,13,3,4,Yes,14,5,2,0
40,Male,Research & Development,Human Resources,148186,24,2,4,Yes,28,0,2,0
40,Female,Sales,Manager,142156,0,4,2,No,13,6,4,0
48,Female,Sales,Sales Representative,95086,14,3,2,Yes,5,1,3,1
28,Female,Human Resources,Human Resources,27276,24,4,1,No,1,2,2,0
31,Male,Research & Development,Manufacturing Director,145642,8,4,3,No,30,2,4,0
28,Female,Research & Development,Research Scientist,35647,20,2,1,No,37,6,1,1
30,Male,Human Resources,Research Director,51220,20,2,4,Yes,27,5,3,1
24,Female,Sales,Manager,146503,12,1,3,Yes,3,0,2,1
19,Female,Research & Development,Manufacturing Director,83024,7,3,1,No,22,5,2,0
57,Female,Sales,Sales Representative,41710,17,3,4,Yes,11,4,1,1
21,Female,Sales,Sales Executive,82784,15,2,4,No,13,0,1,0
55,Female,Research & Development,Healthcare Representative,25656,11,1,2,No,36,5,3,0
18,Male,Research & Development,Laboratory Technician,57616,4,4,1,No,33,0,4,0
50,Female,Human Resources,Laboratory Technician,143545,18,1,2,No,29,2,4,0
31,Female,Research & Development,Human Resources,55306,5,3,2,Yes,20,1,1,0
39,Male,Research & Development,Healthcare Representative,135504,3,1,2,Yes,23,0,4,1
29,Male,Research & Development,Research Scientist,88296,1,1,4,No,36,3,1,1
38,Male,Research & Development,Manufacturing Director,103522,11,4,4,No,26,4,4,0
36,Female,Human Resources,Laboratory Technician,109904,3,3,3,No,23,3,3,0
40,Female,Research & Development,Human Resources,89443,8,1,4,Yes,4,2,4,1
34,Female,Research & Development,Laboratory Technician,19630,6,1,1,No,39,3,1,1
40,Female,Sales,Manufacturing Director,139096,11,2,1,Yes,32,1,4,1
52,Female,Sales,Manufacturing Director,79128,19,3,4,No,15,0,2,0
36,Female,Human Resources,Research Scientist,103495,11,2,3,Yes,10,1,3,0
33,Male,Research & Development,Research Director,89773,13,4,1,No,38,0,3,0
23,Male,Research & Development,Manager,103883,3,3,4,No,38,5,3,0
33,Male,Sales,Manufacturing Director,62884,2,3,1,No,17,4,3,0
23,Female,Research & Development,Manufacturing Director,128897,24,2,4,No,10,1,2,0
25,Male,Research & Development,Sales Representative,45282,15,3,4,Yes,32,3,2,0
57,Male,Sales,Sales Executive,103188,0,4,2,No,25,3,1,0
21,Male,Research & Development,Human Resources,93018,14,1,3,No,36,0,3,1
38,Female,Research & Development,Manager,82996,0,3,3,No,22,6,3,0
53,Female,Research & Development,Laboratory Technician,17965,1,4,4,No,22,6,3,0
58,Female,Sales,Healthcare Representative,67612,9,2,3,No,6,5,3,0
24,Male,Research & Development,Research Director,21419,16,4,2,Yes,24,5,2,0
24,Female,Sales,Research Scientist,82923,15,2,1,No,15,3,1,0
33,Female,Research & Development,Healthcare Representative,107847,19,1,2,No,9,5,4,0
41,Female,Research & Development,Manager,85534,4,4,1,No,31,3,4,0
58,Male,Research & Development,Research Director,117201,4,2,3,No,14,1,4,0
26,Male,Sales,Manager,63712,13,4,2,No,9,1,1,0
24,Female,Human Resources,Sales Representative,56328,21,2,3,No,38,5,3,0
28,Male,Sales,Sales Representative,75495,18,2,1,No,38,3,3,1
54,Female,Research & Development,Human Resources,45932,16,3,2,No,20,5,1,0
19,Female,Human Resources,Manufacturing Director,123252,2,2,2,Yes,12,1,4,1
33,Male,Research & Development,Sales Representative,124313,21,4,1,No,7,3,4,0
22,Female,Research & Development,Laboratory Technician,71229,24,1,4,No,25,0,2,0
24,Male,Research & Development,Research Director,121995,14,1,3,No,24,1,3,1
56,Female,Research & Development,Human Resources,18450,8,1,4,No,25,0,4,0
18,Male,Research & Development,Laboratory Technician,35895,16,2,4,No,30,1,4,0
31,Male,Research & Development,Manager,53207,16,1,1,Yes,19,4,4,0
56,Male,Sales,Research Director,67369,23,2,4,No,27,0,4,0
43,Male,Research & Development,Sales Executive,46285,2,1,1,No,26,1,3,0
21,Female,Sales,Sales Representative,84145,12,4,4,No,32,4,4,0
37,Male,Human Resources,Research Director,122133,17,1,3,Yes,29,1,4,1
58,Male,Sales,Research Director,76591,8,4,4,Yes,2,3,1,0
34,Male,Sales,Research Scientist,75654,21,4,2,No,25,6,3,0
40,Male,Human Resources,Sales Representative,23086,1,3,1,No,39,5,2,0
40,Male,Sales,Research Director,52841,2,4,1,No,22,0,2,0
45,Female,Research & Development,Sales Executive,123979,19,4,1,No,21,1,1,0
25,Female,Research & Development,Sales Representative,124445,3,4,4,No,24,4,3,0
53,Male,Sales,Manager,29076,10,3,3,No,22,2,4,0
59,Female,Sales,Human Resources,17594,7,3,1,No,16,2,2,0
23,Female,Research & Development,Sales Executive,127187,17,2,1,No,39,3,3,0
52,Male,Sales,Human Resources,38523,0,3,1,Yes,3,4,2,1
52,Female,Sales,Manager,92563,8,2,2,No,32,3,3,0
49,Male,Sales,Laboratory Technician,126638,24,1,3,Yes,7,0,1,1
33,Male,Research & Development,Manufacturing Director,121289,9,4,4,No,9,0,4,0
37,Male,Research & Development,Sales Representative,89337,14,3,3,Yes,24,0,2,0
53,Male,Sales,Human Resources,65846,24,3,4,Yes,25,1,3,0
24,Female,Research & Development,Laboratory Technician,119442,15,2,2,Yes,37,5,4,0
52,Female,Research & Development,Human Resources,108789,18,4,2,Yes,12,6,1,0
56,Male,Sales,Manager,128153,23,3,3,No,2,3,4,0
46,Female,Research & Development,Research Scientist,84369,15,1,1,No,10,0,3,0
32,Female,Human Resources,Manager,142165,20,4,4,No,22,0,4,0
41,Female,Research & Development,Research Director,118915,12,4,4,No,14,5,3,0
20,Female,Research & Development,Sales Executive,23562,20,4,1,No,10,2,1,0
57,Female,Research & Development,Sales Executive,54675,16,2,1,No,36,6,3,0
32,Male,Sales,Sales Executive,122896,8,1,3,No,22,3,3,0
20,Female,Research & Development,Manager,30670,13,1,3,Yes,27,6,4,0
51,Female,Human Resources,Sales Executive,110683,8,3,1,No,30,0,3,1
45,Female,Human Resources,Human Resources,60977,9,4,3,Yes,16,6,2,0
44,Female,Sales,Research Scientist,42948,7,1,2,Yes,29,3,1,1
20,Male,Research & Development,Sales Executive,87887,12,3,3,No,38,3,2,0
49,Male,Sales,Laboratory Technician,140779,8,1,2,Yes,29,3,3,0
44,Male,Research & Development,Sales Representative,136184,15,4,2,Yes,12,2,2,0
51,Male,Research & Development,Human Resources,69567,9,1,2,No,31,4,2,0
52,Female,Research & Development,Laboratory Technician,15498,12,4,1,Yes,10,5,1,0
26,Female,Sales,Healthcare Representative,134827,3,1,1,No,3,5,4,1
26,Female,Human Resources,Sales Representative,136129,9,2,1,No,18,6,4,0
56,Female,Sales,Research Director,96690,8,3,4,No,20,2,2,0
40,Female,Sales,Research Scientist,99856,24,4,2,No,19,5,1,0
36,Female,Human Resources,Research Director,86110,11,2,2,Yes,11,6,4,0
30,Female,Research & Development,Research Director,16687,0,4,4,No,11,0,4,0
44,Female,Research & Development,Sales Representative,36535,7,1,4,No,36,3,4,0
49,Female,Research & Development,Healthcare Representative,34356,18,2,1,Yes,12,4,3,0
18,Male,Sales,Manufacturing Director,138434,4,4,2,No,31,3,3,0
41,Female,Sales,Human Resources,21726,4,2,2,No,11,0,3,0
59,Female,Research & Development,Research Director,90149,9,3,4,No,5,4,1,0
29,Female,Research & Development,Healthcare Representative,63978,8,2,3,No,3,2,3,0
29,Male,Research & Development,Sales Representative,15822,12,2,3,Yes,10,4,2,0
54,Male,Sales,Manufacturing Director,139096,0,4,1,No,33,0,4,0
20,Male,Research & Development,Sales Representative,17468,18,3,2,No,18,0,4,0
34,Female,Research & Development,Sales Executive,130532,5,3,1,No,28,4,1,0
37,Female,Sales,Human Resources,119980,17,3,3,No,38,6,1,0
51,Female,Sales,Healthcare Representative,122147,14,4,4,Yes,2,4,2,0
23,Female,Research & Development,Manager,36861,5,2,4,No,5,6,1,0
36,Male,Research & Development,Research Scientist,133946,11,4,2,No,36,5,1,0
24,Female,Research & Development,Healthcare Representative,95829,0,3,2,No,23,1,4,1
51,Female,Research & Development,Sales Executive,69264,17,4,4,Yes,25,0,3,0
44,Male,Research & Development,Human Resources,106946,7,4,2,No,14,3,4,0
38,Female,Sales,Sales Representative,61094,9,1,4,Yes,33,4,3,1
34,Male,Research & Development,Healthcare Representative,52714,3,2,3,No,26,5,3,0
24,Female,Sales,Research Director,53910,9,2,2,No,11,3,3,0
56,Female,Research & Development,Research Director,91857,9,2,3,No,26,6,1,0
45,Female,Sales,Research Scientist,96141,5,2,1,Yes,1,5,1,0
31,Female,Sales,Sales Executive,47434,24,1,2,Yes,10,4,2,1
35,Male,Research & Development,Laboratory Technician,48157,6,4,2,No,8,3,2,0
48,Female,Research & Development,Sales Executive,142752,4,4,4,No,31,0,4,0
48,Female,Research & Development,Manager,84508,13,3,3,Yes,29,5,2,0
37,Female,Research & Development,Healthcare Representative,131122,7,2,2,No,4,4,2,0
30,Female,Human Resources,Healthcare Representative,59573,11,4,4,Yes,36,6,3,0
45,Male,Research & Development,Sales Executive,53885,18,2,2,No,32,0,1,0
45,Female,Human Resources,Human Resources,53150,1,2,4,No,17,1,4,0
43,Male,Research & Development,Human Resources,86389,12,4,3,Yes,9,4,1,0
21,Female,Research & Development,Manager,120173,0,4,4,No,17,3,4,0
37,Male,Research & Development,Sales Executive,82585,1,3,4,No,23,4,3,0
43,Male,Research & Development,Manufacturing Director,54816,2,1,2,No,25,3,4,0
57,Male,Research & Development,Sales Representative,144603,4,1,2,No,14,4,2,0
40,Female,Research & Development,Sales Representative,92277,8,4,4,No,4,4,4,0
32,Male,Sales,Laboratory Technician,68193,23,2,1,Yes,24,1,4,1
41,Male,Sales,Research Director,16307,22,3,4,No,28,5,2,0
25,Female,Human Resources,Human Resources,90900,2,2,1,No,11,3,2,0
21,Male,Sales,Healthcare Representative,98843,24,2,4,Yes,25,4,1,1
46,Male,Research & Development,Manufacturing Director,140375,15,4,3,No,23,4,1,0
59,Male,Research & Development,Healthcare Representative,46144,13,3,3,No,20,5,3,0
53,Male,Sales,Sales Executive,36979,19,2,2,Yes,1,2,4,0
42,Female,Human Resources,Healthcare Representative,149904,12,2,3,No,12,0,3,0
19,Female,Sales,Sales Executive,89315,6,1,2,Yes,15,1,4,1
59,Female,Human Resources,Sales Executive,18627,13,3,2,No,33,6,4,0
36,Male,Research & Development,Healthcare Representative,29265,18,3,1,No,33,1,3,0
30,Male,Sales,Healthcare Representative,79178,17,1,1,No,35,1,3,0
55,Male,Sales,Human Resources,98362,4,2,4,No,19,6,4,0
49,Male,Research & Development,Healthcare Representative,47899,23,3,3,Yes,13,1,4,0
49,Female,Research & Development,Human Resources,64367,7,1,2,No,20,3,1,0
29,Female,Sales,Research Director,114393,20,4,4,No,31,2,3,0
59,Male,Human Resources,Manufacturing Director,145630,7,4,3,Yes,25,4,2,0
37,Female,Sales,Human Resources,81293,1,3,3,No,24,4,4,0
40,Female,Research & Development,Healthcare Representative,71080,24,1,1,No,17,3,1,0
49,Male,Sales,Manager,63752,14,3,3,No,28,3,4,0
45,Female,Human Resources,Sales Executive,33385,5,4,1,No,34,5,2,0
25,Male,Sales,Research Scientist,22124,0,1,3,No,27,4,4,0
30,Male,Research & Development,Healthcare Representative,127589,3,4,1,No,16,3,4,0
33,Female,Research & Development,Laboratory Technician,20013,4,4,3,No,33,6,2,1
57,Female,Sales,Manager,125817,23,1,2,No,37,0,4,1
48,Male,Research & Development,Sales Executive,48380,4,1,1,No,32,5,1,0
33,Female,Sales,Laboratory Technician,108806,4,3,2,No,35,1,1,0
48,Female,Research & Development,Manager,143464,20,4,1,No,11,2,3,0
49,Female,Research & Development,Manager,116089,21,4,1,Yes,17,0,2,0
34,Male,Research & Development,Human Resources,113485,5,3,4,Yes,10,3,1,0
34,Female,Sales,Human Resources,50736,16,3,2,No,15,5,4,0
55,Female,Sales,Research Director,95752,13,3,2,Yes,29,2,1,1
41,Female,Sales,Sales Executive,101677,14,3,1,No,27,4,3,0
24,Female,Research & Development,Manager,72415,7,4,2,No,1,2,2,0
48,Female,Sales,Laboratory Technician,20132,18,1,2,No,30,5,2,0
42,Female,Human Resources,Laboratory Technician,138178,22,1,3,No,8,6,1,0
39,Female,Research & Development,Research Scientist,41580,18,1,1,No,8,5,2,0
48,Female,Research & Development,Healthcare Representative,146416,22,4,4,No,22,2,3,0
56,Male,Research & Development,Research Scientist,140857,2,3,1,No,10,5,2,0
31,Male,Sales,Healthcare Representative,17546,16,1,3,No,38,0,3,0
35,Female,Research & Development,Research Scientist,114796,24,1,1,Yes,6,6,2,0
25,Female,Sales,Healthcare Representative,100601,13,2,4,Yes,6,5,4,0
45,Female,Research & Development,Manager,46140,23,1,3,No,30,4,2,1
34,Male,Research & Development,Research Scientist,124725,8,3,4,Yes,12,4,2,0
32,Female,Research & Development,Sales Executive,30036,22,2,4,No,28,1,3,0
47,Male,Human Resources,Research Director,48573,23,2,4,No,27,3,3,0
35,Male,Sales,Sales Representative,143104,15,1,3,No,8,0,2,0
37,Male,Research & Development,Laboratory Technician,115283,17,3,4,No,23,2,4,0
36,Male,Sales,Research Director,30145,13,4,1,Yes,21,4,3,0
28,Female,Research & Development,Research Scientist,34450,7,3,3,No,4,2,2,0
23,Female,Research & Development,Human Resources,49704,13,4,4,No,30,5,1,0
52,Male,Sales,Research Scientist,24525,24,4,2,Yes,34,5,2,0
21,Female,Research & Development,Manager,39655,0,4,4,Yes,37,3,1,0
31,Male,Research & Development,Sales Executive,92187,5,3,3,No,4,2,1,0
46,Male,Sales,Research Scientist,16007,12,1,2,Yes,7,2,2,1
23,Female,Human Resources,Manufacturing Director,53805,8,2,2,No,33,3,2,0
45,Male,Research & Development,Sales Executive,57408,15,2,1,No,12,5,4,0
48,Female,Research & Development,Healthcare Representative,146067,9,3,4,Yes,25,0,3,0
45,Male,Research & Development,Laboratory Technician,146514,16,4,3,Yes,14,3,4,0
30,Male,Human Resources,Sales Executive,129138,2,3,2,Yes,9,3,3,0
18,Female,Sales,Human Resources,61156,8,2,4,No,25,2,1,1
55,Female,Research & Development,Human Resources,86186,17,4,1,No,9,1,4,0
31,Male,Research & Development,Human Resources,83081,11,3,4,Yes,6,5,2,0
51,Male,Research & Development,Research Scientist,131123,17,4,2,No,21,3,2,0
26,Female,Research & Development,Manufacturing Director,115701,15,3,3,No,8,4,3,0
